country,league,season,date,time,home_team,away_team,home_goals,away_goals,result,status,ps_home_odds,ps_draw_odds,ps_away_odds,max_home_odds,max_draw_odds,max_away_odds,avg_home_odds,avg_draw_odds,avg_away_odds,league_code,league_name_pl,result_1x2,is_played,is_future,source_file
,P1,,2023-10-07,18:00,Sp Braga,Rio Ave,2.0,1.0,H,,1.29,5.99,10.77,1.36,5.99,10.77,1.3,5.54,9.34,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-10-07,15:30,Chaves,Gil Vicente,4.0,2.0,H,,2.74,3.65,2.58,2.81,3.65,2.62,2.68,3.5,2.53,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-10-07,15:30,Farense,Vizela,0.0,0.0,D,,2.32,3.47,3.24,2.37,3.5,3.28,2.29,3.37,3.11,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-10-08,20:30,Sp Lisbon,Arouca,2.0,1.0,H,,1.18,7.75,16.17,1.21,7.75,17.6,1.18,6.99,14.9,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-10-08,18:00,Porto,Portimonense,1.0,0.0,H,,1.17,8.39,15.69,1.2,8.39,17.78,1.17,7.53,15.4,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-10-08,15:30,Famalicao,Guimaraes,1.0,3.0,A,,2.94,3.07,2.77,2.99,3.2,2.77,2.85,3.07,2.64,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-10-08,15:30,Casa Pia,Estrela,0.0,1.0,A,,2.16,3.47,3.61,2.2,3.5,3.74,2.11,3.38,3.49,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-10-27,20:15,Arouca,Moreirense,0.0,1.0,A,,2.68,3.24,2.9,2.68,3.28,2.97,2.57,3.2,2.84,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-10-28,20:30,Gil Vicente,Sp Braga,3.0,3.0,D,,5.15,4.81,1.59,5.46,4.81,1.67,4.95,4.58,1.58,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-10-28,18:00,Guimaraes,Chaves,5.0,0.0,H,,1.69,4.0,5.29,1.71,4.1,5.5,1.68,3.88,4.99,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-10-28,18:00,Benfica,Casa Pia,1.0,1.0,D,,1.22,6.95,14.17,1.24,6.95,16.0,1.21,6.49,12.91,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-10-28,15:30,Portimonense,Estoril,1.0,0.0,H,,2.52,3.64,2.81,2.62,3.64,2.81,2.52,3.44,2.71,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-10-29,15:30,Rio Ave,Farense,3.0,4.0,A,,2.49,3.38,3.03,2.49,3.42,3.06,2.43,3.32,2.94,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-10-29,18:00,Estrela,Famalicao,1.0,0.0,H,,2.61,3.26,2.97,2.61,3.42,3.0,2.52,3.18,2.89,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-10-29,20:30,Vizela,Porto,0.0,2.0,A,,8.02,4.83,1.43,8.5,5.0,1.45,7.46,4.77,1.41,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-10-30,20:15,Boavista,Sp Lisbon,0.0,2.0,A,,8.77,5.15,1.38,8.77,5.2,1.45,7.71,4.96,1.38,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-11-03,20:15,Porto,Estoril,0.0,1.0,A,,1.18,8.12,14.52,1.22,8.12,15.0,1.19,7.33,13.11,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-11-04,15:30,Chaves,Benfica,0.0,2.0,A,,10.65,6.3,1.28,10.65,6.5,1.32,9.5,5.9,1.28,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-11-04,18:00,Famalicao,Gil Vicente,3.0,1.0,H,,2.16,3.47,3.62,2.19,3.5,3.75,2.13,3.41,3.45,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-11-04,20:30,Sp Braga,Portimonense,6.0,1.0,H,,1.21,7.62,13.12,1.26,7.63,13.26,1.23,6.74,11.1,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-11-05,15:30,Casa Pia,Vizela,0.0,1.0,A,,2.25,3.28,3.59,2.25,3.51,3.59,2.17,3.32,3.44,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-11-05,15:30,Moreirense,Guimaraes,1.0,0.0,H,,2.93,3.35,2.58,3.17,3.42,2.69,2.87,3.23,2.53,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-11-05,18:00,Rio Ave,Boavista,2.0,0.0,H,,2.69,3.42,2.76,2.71,3.45,2.76,2.61,3.34,2.68,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-11-05,20:30,Sp Lisbon,Estrela,3.0,2.0,H,,1.19,7.78,14.32,1.24,8.0,14.32,1.21,6.89,12.65,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-11-06,20:15,Farense,Arouca,2.0,0.0,H,,2.41,3.36,3.18,2.41,3.38,3.18,2.36,3.29,3.02,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-11-10,20:15,Estoril,Casa Pia,4.0,0.0,H,,2.46,3.31,3.14,2.51,3.31,3.19,2.42,3.23,3.03,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-11-11,18:00,Vizela,Famalicao,0.0,0.0,D,,2.42,3.28,3.24,2.45,3.3,3.31,2.33,3.2,3.19,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-11-11,20:30,Guimaraes,Porto,1.0,2.0,A,,5.24,3.83,1.73,5.24,3.84,1.77,4.9,3.73,1.72,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-11-11,15:30,Portimonense,Chaves,2.0,1.0,H,,2.23,3.6,3.31,2.38,3.6,3.4,2.22,3.39,3.24,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-11-11,18:00,Estrela,Moreirense,0.0,1.0,A,,2.77,3.51,2.63,2.77,3.51,2.76,2.67,3.33,2.64,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-11-12,20:30,Benfica,Sp Lisbon,2.0,1.0,H,,2.56,3.39,2.92,2.71,3.44,2.92,2.54,3.33,2.78,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-11-12,18:00,Arouca,Sp Braga,0.0,1.0,A,,4.75,4.02,1.75,5.32,4.12,1.75,4.69,4.01,1.69,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-11-12,15:30,Boavista,Farense,1.0,3.0,A,,1.97,3.73,3.93,2.05,3.92,3.95,1.97,3.62,3.7,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-11-12,15:30,Gil Vicente,Rio Ave,1.0,1.0,D,,2.3,3.45,3.29,2.3,3.61,3.63,2.2,3.41,3.26,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-12-01,20:30,Chaves,Vizela,2.0,1.0,H,,2.94,3.28,2.51,2.98,3.45,2.7,2.85,3.3,2.5,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-02,18:00,Famalicao,Porto,0.0,3.0,A,,7.45,4.46,1.49,8.0,4.6,1.54,6.99,4.35,1.47,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-12-02,20:30,Casa Pia,Portimonense,1.0,0.0,H,,1.99,3.34,4.08,2.06,3.67,4.1,1.96,3.44,3.93,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-02,15:30,Farense,Guimaraes,1.0,2.0,A,,3.38,3.65,2.1,3.55,3.84,2.21,3.3,3.6,2.11,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-12-02,15:30,Rio Ave,Estrela,1.0,1.0,D,,2.06,3.43,3.72,2.18,3.77,3.86,2.05,3.48,3.59,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-12-03,15:30,Sp Braga,Estoril,3.0,1.0,H,,1.35,5.74,7.2,1.46,5.86,8.08,1.38,5.38,6.84,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-03,18:00,Moreirense,Benfica,0.0,0.0,D,,6.85,4.69,1.45,7.0,4.69,1.54,6.36,4.52,1.48,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-12-03,20:30,Boavista,Arouca,0.0,4.0,A,,2.69,3.18,2.79,2.73,3.3,3.08,2.62,3.18,2.79,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-12-04,20:15,Sp Lisbon,Gil Vicente,3.0,1.0,H,,1.11,10.17,21.4,1.16,11.4,21.4,1.13,9.19,18.19,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-08,18:00,Benfica,Farense,1.0,1.0,D,,1.17,8.41,15.77,1.2,9.0,15.83,1.18,7.7,13.72,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-12-08,15:30,Vizela,Sp Braga,1.0,3.0,A,,5.85,4.09,1.63,6.0,4.36,1.65,5.33,4.22,1.59,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-12-09,15:30,Portimonense,Famalicao,1.0,1.0,D,,2.62,3.33,2.9,2.68,3.36,2.96,2.54,3.26,2.84,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-12-09,18:00,Guimaraes,Sp Lisbon,3.0,2.0,H,,4.78,4.02,1.75,5.0,4.1,1.77,4.73,3.95,1.7,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-09,20:30,Porto,Casa Pia,3.0,1.0,H,,1.24,6.34,14.57,1.27,6.62,14.57,1.24,5.96,12.23,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-10,20:30,Estoril,Chaves,4.0,0.0,H,,1.88,3.85,4.23,1.93,3.9,4.38,1.85,3.74,4.1,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-10,15:30,Estrela,Boavista,3.0,1.0,H,,2.29,3.53,3.24,2.29,3.54,3.34,2.21,3.41,3.17,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-10,18:00,Arouca,Rio Ave,2.0,2.0,D,,2.15,3.26,3.92,2.19,3.34,4.17,2.1,3.2,3.77,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-12-11,20:15,Gil Vicente,Moreirense,1.0,1.0,D,,3.29,3.5,2.28,3.57,3.57,2.28,3.22,3.44,2.21,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-12-15,20:15,Farense,Estrela,0.0,0.0,D,,2.06,3.61,3.76,2.13,3.62,3.76,2.07,3.5,3.52,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-12-16,15:30,Rio Ave,Vizela,1.0,1.0,D,,2.38,3.3,3.28,2.42,3.38,3.31,2.34,3.27,3.12,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-12-16,18:00,Arouca,Gil Vicente,3.0,0.0,H,,2.08,3.48,3.85,2.12,3.56,4.01,2.05,3.41,3.65,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-16,20:30,Boavista,Guimaraes,1.0,1.0,D,,3.35,3.33,2.33,3.8,3.56,2.33,3.32,3.33,2.22,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-12-17,15:30,Moreirense,Portimonense,5.0,2.0,H,,1.7,3.8,5.51,1.76,4.04,5.51,1.69,3.78,5.09,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-17,20:30,Sp Braga,Benfica,0.0,1.0,A,,3.01,3.85,2.29,3.26,3.86,2.35,2.9,3.72,2.28,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-12-17,18:00,Famalicao,Estoril,1.0,1.0,D,,2.31,3.4,3.33,2.37,3.5,3.49,2.27,3.38,3.14,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-12-17,15:30,Chaves,Casa Pia,1.0,3.0,A,,2.72,3.17,2.9,2.75,3.26,3.04,2.62,3.15,2.82,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-12-18,20:15,Sp Lisbon,Porto,2.0,0.0,H,,2.25,3.48,3.37,2.4,3.48,3.39,2.23,3.38,3.23,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-23,15:30,Guimaraes,Rio Ave,1.0,0.0,H,,1.77,3.73,5.1,1.78,3.86,5.17,1.73,3.67,4.88,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-23,15:30,Vizela,Moreirense,0.0,0.0,D,,3.15,3.09,2.59,3.38,3.28,2.59,3.08,3.12,2.45,POR,Portugalia,X,True,False,PORTUGAL_2324.csv
,P1,,2023-12-28,20:15,Estrela,Arouca,1.0,4.0,A,,2.92,3.22,2.67,2.93,3.38,2.68,2.81,3.18,2.61,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
,P1,,2023-12-29,20:45,Porto,Chaves,1.0,0.0,H,,1.21,7.55,13.4,1.25,8.65,15.0,1.21,6.97,12.64,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-29,18:45,Benfica,Famalicao,3.0,0.0,H,,1.25,6.41,12.22,1.3,6.41,12.22,1.26,5.94,10.74,POR,Portugalia,1,True,False,PORTUGAL_2324.csv
,P1,,2023-12-30,20:30,Portimonense,Sp Lisbon,1.0,2.0,A,,11.02,6.44,1.26,11.5,6.44,1.3,10.01,5.98,1.27,POR,Portugalia,2,True,False,PORTUGAL_2324.csv
